id_cnpj,prob_default,score_credito,risco_credito,total_boletos,n_default,pct_default,defaultou
078d1f1cf960127211ef2c37beff3db24240a7d98e20b40d513a674c3eb9eeb1,0.08563869885150868,91.43613011484913,BAIXO,1,0,0.0,0
07a00a5766e74e92a938bc00cf9caa1e7a033b1257ee8e040dbe24e36e7e6037,0.06949571583197721,93.05042841680228,BAIXO,3,0,0.0,0
07acf1624f69cdaa5e9cfffd0a1c84c3c765041a6ae5683639e385cd4b81619e,0.21614059845014458,78.38594015498555,MEDIO,1,0,0.0,0
07ce407353bf52b75bd21f6d22775b4753a0d50b920b2f7aeef929bd191719b8,0.07270202520681623,92.72979747931838,BAIXO,4,0,0.0,0
07e045676e4b7a1817f32f0c8f9a200816f540239f207c61bbc61ed5cb814ce1,0.046456696988114915,95.35433030118851,BAIXO,1,0,0.0,0
07e1f0aba34bb45133a6a333ee1db987980325014ed028872b6d6e509b8fcbc0,0.0330080498229295,96.69919501770705,BAIXO,1,0,0.0,0
07fcffbad5d39aedfca52d41c8fb0827c3982758e3279568e53f51ae2d06a437,0.17105857965019863,82.89414203498013,MEDIO,1,0,0.0,0
0821083e83c907cfa98d3e4b4b60c9fe269539c76dbde23c017c50cbf5e33a47,0.007909575061494844,99.20904249385052,BAIXO,1,0,0.0,0
082c88c3a88331c1948e7fed6b5f70a0c2d2d870a8d431275c86fb0f8612e340,0.05642691136298255,94.35730886370175,BAIXO,1,0,0.0,0
08341fd7f549642bcca12633aa8f4623127b7c56bca6305d00df7f1e24492b05,0.05690367669908966,94.30963233009103,BAIXO,1,0,0.0,0
085867a9ed6ebb68b66703c6a63bd444f1704d3754f66253d97cc948d782b48c,0.13529812754942735,86.47018724505726,BAIXO,1,0,0.0,0
08855cedc1fbc6a1dcdbf6dab2d833e9cecd9d48e46371a7586e5a6107d12fd1,0.0592039615160447,94.07960384839554,BAIXO,1,0,0.0,0
08912849ae8e9ca0e91583a2bffc871890f2b94be36599e8f36edca156fac40e,0.04329991667558533,95.67000833244147,BAIXO,2,0,0.0,0
0894265d72c46f5fa3e601a7668c13321660eeac6e25bbd5834c2e31e5b346ca,0.007305554772495718,99.26944452275043,BAIXO,1,0,0.0,0
08a13f7596fafcc89e3cabb5a344eca24ff0af9688ff852c91b7e01b2179cea3,0.09907841509724401,90.0921584902756,BAIXO,1,0,0.0,0
08abf08ad5659dc537ad69fe91b4203882322d90a26e704be0addb3e6013a95e,0.8015786818551072,19.842131814489285,ALTO,1,1,1.0,1
08b8f70f5080ad0b29f9da7645762851a8ec05546d800ec1b3ea1ecd0cc44f62,0.011503049834350196,98.84969501656498,BAIXO,2,0,0.0,0
08dc7e09b03c38fdd9159366cd925a5f6392ea185c1cb0c0b402ca2e32a4ffa5,0.1099930711960518,89.00069288039482,BAIXO,2,0,0.0,0
08ed9ac5efffbfe546f6182605f3e73f1e868edb6a89751a51338cff7f2acc2f,0.005332378038585868,99.46676219614142,BAIXO,2,0,0.0,0
08edee4da5bacacaff5cb5aea0b3848cd88433a66858ae695a3d18fc67c2be36,0.11478830196615926,88.52116980338407,BAIXO,1,0,0.0,0
092afd04034f4c14909992fb2c9261c4346f61c618d70c770bbbbf19805044e6,0.07845345699232673,92.15465430076732,BAIXO,1,0,0.0,0
093921e4f9026bdb1bcd5d58969477cc6c0c672967716441f0e42b3ad4a2cda6,0.015573967046158875,98.44260329538412,BAIXO,1,0,0.0,0
095bc15d27b304bc051bc19cd4d24cd05bc9566cf6158d0ddbc85dd0bda85256,0.04623057492514034,95.37694250748596,BAIXO,1,0,0.0,0
0963b1110c5af6dea1f196e362250e5f5c35f3a72c9f2e551006883beb4afbd2,0.05078333721311719,94.92166627868828,BAIXO,3,0,0.0,0
0968abcd83fa8c0698e7f2aa5c5817bea86fddbd201f2b99bccb0431b243daaf,0.08929071555487489,91.07092844451252,BAIXO,2,0,0.0,0
